"ID","MDS1","MDS2","X","size_class","Season","Slough","Habitat"
"EU18",-0.267642915132521,0.385768841461538,218,"E.suc2","Dry","SRS","Pond"
"EU19",0.238453891008887,0.0831054193756711,219,"E.suc2","Dry","SRS","Pond"
"EU20",-0.267642915132521,0.385768841461538,220,"E.suc2","Dry","SRS","Pond"
"EU21",0.405556129681247,0.437422933936571,221,"E.suc1","Dry","SRS","Marsh"
"EU22",-0.267642915132521,0.385768841461538,222,"E.suc1","Dry","SRS","Marsh"
"EU23",0.436199899139228,0.547356216776049,223,"E.suc1","Dry","SRS","Marsh"
"EU24",0.230384186099493,0.0902119731130523,224,"E.suc1","Dry","SRS","Marsh"
"FC109",-0.649981539847491,-0.546802244968444,226,"F.chr1","Wet","SRS","NP"
"FC112",-0.0199178246693757,-1.2426917197553,227,"F.chr1","Wet","SRS","Marsh"
"FC113",0.335506912432853,-0.425710439655693,228,"F.chr1","Wet","SRS","Marsh"
"FC114",0.239360419023971,0.0490226313793777,229,"F.chr1","Wet","SRS","Marsh"
"FC115",0.571245154248059,0.207992638481146,230,"F.chr1","Wet","SRS","Marsh"
"FC116",-0.724057631599347,-0.121231664414342,231,"F.chr1","Wet","SRS","Marsh"
"FC117",0.393389347319823,-0.185891022042263,232,"F.chr1","Wet","SRS","Marsh"
"FC12",-0.773496765308599,-0.436017851497432,233,"F.chr1","Dry","TSL","Marsh"
"FC122",0.434715204705494,0.0166650918507254,234,"F.chr1","Wet","SRS","Pond"
"FC123",0.242114187239135,0.0784964712663357,235,"F.chr1","Wet","SRS","Pond"
"FC124",0.236333917618796,0.0794645477768497,236,"F.chr1","Wet","SRS","Pond"
"FC127",0.231290212834001,0.072465861570973,237,"F.chr1","Wet","SRS","Pond"
"FC128",0.229665722898642,0.0670525301255968,238,"F.chr1","Wet","SRS","Pond"
"FC129",0.613661981941795,0.229060422467595,239,"F.chr1","Wet","SRS","Pond"
"FC13",-0.884788005130763,-0.891706991323861,240,"F.chr1","Dry","TSL","Marsh"
"FC143",0.240176175385643,0.0744448528702711,242,"F.chr1","Dry","SRS","Pond"
"FC152",0.137185690844662,-0.990416413912078,243,"F.chr1","Dry","SRS","Pond"
"FC153",0.43532035710106,0.137939028439313,244,"F.chr1","Dry","SRS","Pond"
"FC154",0.966377096448161,-0.923065744586321,245,"F.chr1","Dry","SRS","Pond"
"FC155",0.766888408209803,0.241775609999029,246,"F.chr2","Dry","SRS","Pond"
"FC156",-0.724057631599347,-0.121231664414342,247,"F.chr1","Dry","SRS","Pond"
"FC157",-0.37717899123072,-0.106473020756593,248,"F.chr1","Dry","SRS","Pond"
"FC158",-0.0431495272569274,-0.283575382733715,249,"F.chr1","Dry","SRS","Pond"
"FC162",-0.724057631599347,-0.121231664414342,250,"F.chr1","Dry","SRS","Pond"
"FC163",0.438328087213456,0.0039183247251804,251,"F.chr1","Dry","SRS","Pond"
"FC164",-0.0423617457294411,-0.273405365870566,252,"F.chr1","Dry","SRS","Marsh"
"FC165",-0.807510414083019,-0.676261649063345,253,"F.chr1","Dry","SRS","Marsh"
"FC166",-0.019240168982795,-0.267446700476733,254,"F.chr1","Dry","SRS","Marsh"
"FC167",-0.724057631599347,-0.121231664414342,255,"F.chr1","Dry","SRS","Marsh"
"FC168",0.299366854577285,-0.0235127047682807,256,"F.chr1","Dry","SRS","Marsh"
"FC186",0.376102279980184,-0.285743543863747,257,"F.chr1","Dry","SRS","Marsh"
"FC187",0.591819331213647,-0.520798038982727,258,"F.chr1","Dry","SRS","Marsh"
"FC188",0.351604070061769,-0.344872313145729,259,"F.chr1","Dry","SRS","Marsh"
"FC190",0.10723127314053,-1.07156693581556,261,"F.chr1","Dry","SRS","Marsh"
"FC193",-0.990854222975028,-0.897436919304467,264,"F.chr1","Dry","SRS","Pond"
"FC194",-0.0431495272569274,-0.283575382733715,265,"F.chr1","Dry","SRS","Pond"
"FC195",-0.724057631599347,-0.121231664414342,266,"F.chr1","Dry","SRS","NP"
"FC196",-0.995585457572821,-0.760814071606933,267,"F.chr1","Dry","SRS","NP"
"FC197",0.518878662183971,-1.24158549437852,268,"F.chr1","Dry","SRS","NP"
"FC198",-1.45712191280645,0.202958357606169,269,"F.chr1","Dry","SRS","NP"
"FC199",0.645891996763862,0.223943110172156,270,"F.chr1","Dry","SRS","NP"
"FC213",-0.387743840725623,-0.130068052875879,271,"F.chr2","Wet","SRS","Pond"
"FC214",-0.716775082939366,-0.943999757068669,272,"F.chr1","Wet","SRS","Marsh"
"FC222",-0.724057631599347,-0.121231664414342,273,"F.chr2","Dry","SRS","Marsh"
"FC29",0.120810320328365,-0.465807514472068,274,"F.chr1","Dry","TSL","Marsh"
"FC30",0.306218946836602,0.0829637148340843,275,"F.chr1","Dry","TSL","Marsh"
"FC31",0.374102436160219,-0.0951865702525218,276,"F.chr1","Dry","TSL","Marsh"
"FC33",-0.0431495272569274,-0.283575382733715,277,"F.chr1","Wet","SRS","Marsh"
"FC34",0.171678121845156,0.112809629038427,278,"F.chr1","Wet","SRS","Marsh"
"FC36",-0.0431495272569274,-0.283575382733715,280,"F.chr1","Wet","TSL","Marsh"
"FC37",-1.20988536559863,0.268454183845645,281,"F.chr1","Wet","TSL","Marsh"
"FC38",-0.0431495272569274,-0.283575382733715,282,"F.chr1","Wet","TSL","Marsh"
"FC40",0.0975073837405599,-0.667529571813834,283,"F.chr1","Wet","TSL","Marsh"
"FC41",-0.0431495272569274,-0.283575382733715,284,"F.chr1","Wet","TSL","Marsh"
"FC43",0.683603851880217,0.224841953657238,285,"F.chr1","Wet","SRS","Pond"
"FC44",0.239360419023971,0.0490226313793777,286,"F.chr1","Wet","SRS","Pond"
"FC45",-0.267642915132521,0.385768841461538,287,"F.chr1","Wet","SRS","Pond"
"FC47",-0.753813057183228,-0.817864495775694,288,"F.chr1","Wet","TSL","NP"
"FC48",0.232326657027636,0.0742564885926881,289,"F.chr1","Wet","TSL","Marsh"
"FC52",-0.592078148739379,-1.23412362921974,291,"F.chr1","Wet","TSL","Marsh"
"FC53",0.265327425963079,-0.0700918066078787,292,"F.chr1","Wet","TSL","Marsh"
"FC54",0.242114187239135,0.0784964712663357,293,"F.chr1","Wet","TSL","Marsh"
"FC55",0.393393449330169,0.509065224142339,294,"F.chr1","Wet","TSL","Marsh"
"FC56",0.390138428727802,0.361482769114828,295,"F.chr1","Wet","SRS","Pond"
"FC57",0.600637898828506,-0.345492890262584,296,"F.chr1","Wet","SRS","Pond"
"FC58",0.244696238523429,0.0729600888693693,297,"F.chr1","Wet","SRS","Pond"
"FC59",0.101223839861589,-0.778415296708174,298,"F.chr1","Wet","SRS","Pond"
"FC60",-0.545548779023499,-1.33721820428177,299,"F.chr1","Wet","SRS","Pond"
"FC62",0.380675972912609,0.492116520141172,300,"F.chr1","Wet","SRS","Pond"
"FC63",-0.0431495272569274,-0.283575382733715,301,"F.chr1","Wet","SRS","Pond"
"FC64",0.320286211157835,-0.0263992349554438,302,"F.chr1","Wet","SRS","Pond"
"FC65",0.247596190793123,0.0682356422912794,303,"F.chr1","Wet","SRS","Pond"
"FC66",-0.707534846773533,-0.191777260521524,304,"F.chr1","Wet","SRS","Pond"
"FC67",0.23827111705972,0.0754855774305016,305,"F.chr1","Wet","SRS","Pond"
"FC88",-0.628077679126798,-0.869634051495454,306,"F.chr1","Wet","SRS","Pond"
"FC89",-0.267642915132521,0.385768841461538,307,"F.chr1","Wet","SRS","Pond"
"FC90",0.645891996763862,0.223943110172156,308,"F.chr1","Wet","SRS","Pond"
"FC91",-0.257739806582786,-0.815645874278209,309,"F.chr1","Wet","SRS","Marsh"
"FC92",0.27804279768733,-0.248931524358167,310,"F.chr1","Wet","SRS","Marsh"
"FC93",0.760857559676956,-0.381284179518811,311,"F.chr1","Wet","SRS","Marsh"
"FC94",0.948610717303089,-1.12215274942124,312,"F.chr1","Wet","SRS","Marsh"
"FC95",0.275790105407537,-0.242755056872543,313,"F.chr1","Wet","SRS","Marsh"
"FCo11",0.265820493174307,0.0292152789952531,314,"F.con1","Dry","SRS","Pond"
"FCo31",0.854183104915028,-0.759545157668107,315,"F.con1","Dry","SRS","Marsh"
"FCo35",-0.37717899123072,-0.106473020756593,316,"F.con1","Dry","SRS","Marsh"
"GH100",-0.0431495272569274,-0.283575382733715,317,"G.hol2","Dry","TSL","Pond"
"GH101",0.0975073837405599,-0.667529571813834,318,"G.hol1","Dry","TSL","Pond"
"GH102",-1.34508134177943,-0.60229857411882,319,"G.hol2","Dry","TSL","Pond"
"GH103",0.965194229772492,0.159899347431638,320,"G.hol2","Dry","TSL","Pond"
"GH104",0.199647602429909,-1.32575128946639,321,"G.hol2","Dry","TSL","Pond"
"GH105",-0.545548779023499,-1.33721820428177,322,"G.hol2","Dry","TSL","Pond"
"GH107",-0.0290873421400105,0.315403411173889,324,"G.hol2","Dry","TSL","Pond"
"GH108",0.0975073837405599,-0.667529571813834,325,"G.hol2","Dry","TSL","Pond"
"GH109",0.948610717303089,-1.12215274942124,326,"G.hol2","Dry","TSL","Pond"
"GH155",0.0975073837405599,-0.667529571813834,328,"G.hol2","Dry","TSL","Marsh"
"GH156",0.321453609740644,-0.671006228779579,329,"G.hol1","Dry","TSL","Marsh"
"GH157",0.0975073837405599,-0.667529571813834,330,"G.hol2","Dry","TSL","Marsh"
"GH158",-0.181331716623327,-0.278160626428384,331,"G.hol2","Wet","SRS","NP"
"GH159",0.0975073837405599,-0.667529571813834,332,"G.hol1","Wet","SRS","NP"
"GH160",0.0975073837405599,-0.667529571813834,333,"G.hol1","Wet","SRS","NP"
"GH161",0.328950984135779,-0.663517582649179,334,"G.hol1","Wet","SRS","NP"
"GH182",-0.257739806582786,-0.815645874278209,335,"G.hol2","Wet","SRS","Marsh"
"GH185",0.357118052300243,-0.859341240568819,336,"G.hol2","Wet","SRS","Marsh"
"GH187",0.547732073831018,-1.11814294960354,337,"G.hol2","Wet","SRS","Marsh"
"GH188",0.556680923333033,-0.574790544448638,338,"G.hol2","Wet","SRS","Marsh"
"GH189",0.0606302693359267,-0.689943902138519,339,"G.hol2","Wet","SRS","Marsh"
"GH190",-0.0604419292356302,-0.449709400265467,340,"G.hol2","Wet","SRS","Marsh"
"GH192",0.344601597545007,-0.607357226657635,341,"G.hol2","Wet","SRS","Marsh"
"GH193",0.000467057347678151,-0.474486262992859,342,"G.hol2","Wet","SRS","Marsh"
"GH195",0.596772422700526,-0.206212826780461,343,"G.hol2","Wet","SRS","Marsh"
"GH197",0.176860954304486,-0.794009508284517,344,"G.hol2","Wet","SRS","Marsh"
"GH198",0.366812726203711,-0.469789064475304,345,"G.hol2","Wet","SRS","Marsh"
"GH199",-0.0192850332794859,-0.302774706579894,346,"G.hol1","Wet","SRS","Marsh"
"GH200",-0.127434919108085,-0.529073151692913,347,"G.hol2","Wet","SRS","Marsh"
"GH201",-0.0859478305189674,-0.2561479921042,348,"G.hol1","Wet","SRS","Marsh"
"GH211",0.0318004736109654,-0.706000436382249,349,"G.hol2","Wet","SRS","Pond"
"GH220",-0.145564897311413,-0.34587698117654,350,"G.hol2","Wet","SRS","Pond"
"GH243",0.415661467700081,-0.0661185790615165,351,"G.hol1","Wet","TSL","Pond"
"GH244",0.0975073837405599,-0.667529571813834,352,"G.hol1","Wet","TSL","Pond"
"GH245",0.239675998645997,-1.05185933915164,353,"G.hol1","Wet","TSL","Pond"
"GH246",-0.106581115381166,-0.255954421579777,354,"G.hol1","Wet","TSL","Pond"
"GH248",0.616551076560169,-1.00538943907986,355,"G.hol2","Wet","TSL","Pond"
"GH251",0.616551076560169,-1.00538943907986,356,"G.hol2","Wet","TSL","Pond"
"GH252",-0.705445038847808,-0.887183789894182,357,"G.hol2","Wet","TSL","Pond"
"GH253",0.649655433791433,-0.981297298699208,358,"G.hol2","Wet","TSL","Pond"
"GH257",0.436605288491342,-0.488131456896793,359,"G.hol1","Wet","TSL","Marsh"
"GH258",0.288269433779235,-0.346673874274376,360,"G.hol1","Wet","TSL","Pond"
"GH26",0.53799838884994,-1.2188585283293,361,"G.hol1","Dry","TSL","Pond"
